 TIME                    	E_net                    	
  +6.3000000000000000E+01	  +4.4141956500031490E+01	
  +6.4000000000000000E+01	  -9.5053820206233253E-01	
  +6.5000000000000000E+01	  -8.1443855581260194E-01	
  +6.6000000000000000E+01	  -6.1642175411431943E-01	
  +6.7000000000000000E+01	  -6.1643256192434037E-01	
  +6.8000000000000000E+01	  -6.1642177109338325E-01	
  +6.9000000000000000E+01	  -6.1636774960867047E-01	
  +7.0000000000000000E+01	  -6.1629888561611501E-01	
  +7.1000000000000000E+01	  -6.1622676696434930E-01	
  +7.2000000000000000E+01	  -6.1615737387588088E-01	
  +7.3000000000000000E+01	  -6.1609280576087555E-01	
  +7.4000000000000000E+01	  -6.1603342352997814E-01	
  +7.5000000000000000E+01	  -6.1597963630770014E-01	
  +7.6000000000000000E+01	  -6.1593098818495995E-01	
  +7.7000000000000000E+01	  -6.1588692924451971E-01	
  +7.8000000000000000E+01	  -6.1584689120244163E-01	
  +7.9000000000000000E+01	  -6.1581036997918603E-01	
  +8.0000000000000000E+01	  -6.1577697821390442E-01	
  +8.1000000000000000E+01	  -9.1556820820094265E-01	
  +8.2000000000000000E+01	  +4.9492761827646682E+01	
  +8.3000000000000000E+01	  +1.1047293875526115E+02	
  +8.4000000000000000E+01	  +1.1063024014184174E+02	
  +8.5000000000000000E+01	  +1.0466980225697716E+02	
  +8.6000000000000000E+01	  +1.0603148027790616E+02	
  +8.7000000000000000E+01	  +1.0933435729684517E+02	
  +8.8000000000000000E+01	  +1.0855411734840681E+02	
  +8.9000000000000000E+01	  +8.6625806113242817E+01	
  +9.0000000000000000E+01	  -6.1639145059358824E-01	
  +9.1000000000000000E+01	  -6.1641323426450989E-01	
  +9.2000000000000000E+01	  -6.1642280861272603E-01	
  +9.3000000000000000E+01	  -6.1640112817555470E-01	
  +9.4000000000000000E+01	  -6.1634348581521159E-01	
  +9.5000000000000000E+01	  -6.1627353355887693E-01	
  +9.6000000000000000E+01	  -6.1620225579450805E-01	
  +9.7000000000000000E+01	  -6.1613435435028152E-01	
  +9.8000000000000000E+01	  -6.1607154587589341E-01	
  +9.9000000000000000E+01	  -6.1601415871701970E-01	
  +1.0000000000000000E+02	  -6.1596188769127402E-01	
  +1.0100000000000000E+02	  -6.1591456416078527E-01	
  +1.0200000000000000E+02	  -6.1587172477416652E-01	
  +1.0300000000000000E+02	  -6.1583286837328366E-01	
  +1.0400000000000000E+02	  -6.1579730265988275E-01	
  +1.0500000000000000E+02	  -8.9640259792169508E-01	
  +1.0600000000000000E+02	  +4.2406026124730388E+01	
  +1.0700000000000000E+02	  +1.1066030281330150E+02	
  +1.0800000000000000E+02	  +1.0957766680945907E+02	
  +1.0900000000000000E+02	  +9.8701547111626951E+01	
  +1.1000000000000000E+02	  +1.0392989363856384E+02	
  +1.1100000000000000E+02	  +1.1001394664291530E+02	
  +1.1200000000000000E+02	  +1.0931987941787494E+02	
  +1.1300000000000000E+02	  +7.4435744394164203E+01	
  +1.1400000000000000E+02	  -6.1638663317279430E-01	
  +1.1500000000000000E+02	  -6.1640965832590999E-01	
  +1.1600000000000000E+02	  -6.1641917750010222E-01	
  +1.1700000000000000E+02	  -6.1639722048649870E-01	
  +1.1800000000000000E+02	  -6.1633954356725662E-01	
  +1.1900000000000000E+02	  -6.1626920104406469E-01	
  +1.2000000000000000E+02	  -6.1619805269598238E-01	
  +1.2100000000000000E+02	  -6.1613115600240931E-01	
  +1.2200000000000000E+02	  -6.1606908312026476E-01	
  +1.2300000000000000E+02	  -6.1601226640607853E-01	
  +1.2400000000000000E+02	  -6.1596060977628375E-01	
  +1.2500000000000000E+02	  -6.1591380588470190E-01	
  +1.2600000000000000E+02	  -6.1587137500302103E-01	
  +1.2700000000000000E+02	  -6.1583278604112646E-01	
  +1.2800000000000000E+02	  -6.1579742968479567E-01	
  +1.2900000000000000E+02	  -8.8387532760335374E-01	
  +1.3000000000000000E+02	  +4.0554100926950532E+01	
  +1.3100000000000000E+02	  +1.1037531326143463E+02	
  +1.3200000000000000E+02	  +1.0992532812451137E+02	
  +1.3300000000000000E+02	  +9.9144455060356833E+01	
  +1.3400000000000000E+02	  +1.0439497559813252E+02	
  +1.3500000000000000E+02	  +1.0996241125447850E+02	
  +1.3600000000000000E+02	  +1.0935126109046907E+02	
  +1.3700000000000000E+02	  +7.3800380032137340E+01	
  +1.3800000000000000E+02	  -6.1638802293849204E-01	
  +1.3900000000000000E+02	  -6.1641058755119982E-01	
  +1.4000000000000000E+02	  -6.1642181245364691E-01	
  +1.4100000000000000E+02	  -6.1640351642240421E-01	
  +1.4200000000000000E+02	  -6.1634771687944878E-01	
  +1.4300000000000000E+02	  -6.1627813176367618E-01	
  +1.4400000000000000E+02	  -6.1620693027564377E-01	
  +1.4500000000000000E+02	  -6.1613848166543916E-01	
  +1.4600000000000000E+02	  -6.1607485759323877E-01	
  +1.4700000000000000E+02	  -6.1601666683294365E-01	
  +1.4800000000000000E+02	  -6.1596372048820391E-01	
  +1.4900000000000000E+02	  -6.1591566392217889E-01	
  +1.5000000000000000E+02	  -6.1587201809741443E-01	
  +1.5100000000000000E+02	  -6.1583231704943164E-01	
  +1.5200000000000000E+02	  -6.1579614640425606E-01	
  +1.5300000000000000E+02	  -8.9448338910532654E-01	
  +1.5400000000000000E+02	  +4.2121528535393672E+01	
  +1.5500000000000000E+02	  +1.1053722003015447E+02	
  +1.5600000000000000E+02	  +1.0966399061221850E+02	
  +1.5700000000000000E+02	  +9.8628369825625740E+01	
  +1.5800000000000000E+02	  +1.0327201638628759E+02	
  +1.5900000000000000E+02	  +1.0929781351446040E+02	
  +1.6000000000000000E+02	  +1.0862056453455415E+02	
  +1.6100000000000000E+02	  +6.9533948835020567E+01	
  +1.6200000000000000E+02	  -6.1638400368643154E-01	
  +1.6300000000000000E+02	  -6.1640854849727067E-01	
  +1.6400000000000000E+02	  -6.1642056699499692E-01	
  +1.6500000000000000E+02	  -6.1640054104593511E-01	
  +1.6600000000000000E+02	  -6.1634369823750923E-01	
  +1.6700000000000000E+02	  -6.1627473281497192E-01	
  +1.6800000000000000E+02	  -6.1620428171739161E-01	
  +1.6900000000000000E+02	  -6.1613621849046474E-01	
  +1.7000000000000000E+02	  -6.1607325535726121E-01	
  +1.7100000000000000E+02	  -6.1601550266499916E-01	
  +1.7200000000000000E+02	  -6.1596277425566925E-01	
  +1.7300000000000000E+02	  -6.1591485141310109E-01	
  +1.7400000000000000E+02	  -6.1587130547130198E-01	
  +1.7500000000000000E+02	  -6.1583173115089451E-01	
  +1.7600000000000000E+02	  -6.1579569847714832E-01	
  +1.7700000000000000E+02	  -8.6043117347768394E-01	
  +1.7800000000000000E+02	  +3.5507237592064953E+01	
  +1.7900000000000000E+02	  +1.1026160504579975E+02	
  +1.8000000000000000E+02	  +9.8529870818838290E+01	
  +1.8100000000000000E+02	  +8.3735575647285344E+01	
  +1.8200000000000000E+02	  +8.3816467884031212E+01	
  +1.8300000000000000E+02	  +9.8594024673415632E+01	
  +1.8400000000000000E+02	  +7.2445721058885667E+01	
  +1.8500000000000000E+02	  +3.8444870197936147E+01	
  +1.8600000000000000E+02	  -6.2031268545163876E-01	
  +1.8700000000000000E+02	  -6.2209416463099698E-01	
  +1.8800000000000000E+02	  -6.2037305449290714E-01	
  +1.8900000000000000E+02	  -6.1995785254874569E-01	
  +1.9000000000000000E+02	  -6.1903192931178508E-01	
  +1.9100000000000000E+02	  -6.1714169507132111E-01	
  +1.9200000000000000E+02	  -6.1746510580358371E-01	
  +1.9300000000000000E+02	  -6.1787388109818808E-01	
  +1.9400000000000000E+02	  -6.1702053473227736E-01	
  +1.9500000000000000E+02	  -6.1601222998006566E-01	
  +1.9600000000000000E+02	  -6.1595902720782991E-01	
  +1.9700000000000000E+02	  -6.1725802864413692E-01	
  +1.9800000000000000E+02	  -6.1586913120392417E-01	
  +1.9900000000000000E+02	  -1.1854680061061025E+00	
  +2.0000000000000000E+02	  -6.1710297494430255E-01	
  +2.0100000000000000E+02	  -8.5261967599893118E-01	
  +2.0200000000000000E+02	  +3.0689039760250594E+01	
  +2.0300000000000000E+02	  +1.0651249713503979E+02	
  +2.0400000000000000E+02	  +9.6044424878472441E+01	
  +2.0500000000000000E+02	  +9.2618396389743253E+01	
  +2.0600000000000000E+02	  +9.5302653180525496E+01	
  +2.0700000000000000E+02	  +1.0605810776246834E+02	
  +2.0800000000000000E+02	  +1.0687366908455488E+02	
  +2.0900000000000000E+02	  +4.9987830350052398E+01	
  +2.1000000000000000E+02	  -6.1637291854334053E-01	
  +2.1100000000000000E+02	  -6.1640159960809993E-01	
  +2.1200000000000000E+02	  -6.1641527193982837E-01	
  +2.1300000000000000E+02	  -6.1639910050864710E-01	
  +2.1400000000000000E+02	  -6.1634522317771967E-01	
  +2.1500000000000000E+02	  -7.6963564767489689E-01	
  +2.1600000000000000E+02	  -6.1730178918491618E-01	
  +2.1700000000000000E+02	  -6.1701183833919981E-01	
  +2.1800000000000000E+02	  -6.1694853660992888E-01	
  +2.1900000000000000E+02	  -6.1601846838106422E-01	
  +2.2000000000000000E+02	  -1.1791115813369883E+00	
  +2.2100000000000000E+02	  -6.1887834024946831E-01	
  +2.2200000000000000E+02	  -6.1587898763494542E-01	
  +2.2300000000000000E+02	  -6.1583539143573585E-01	
  +2.2400000000000000E+02	  -1.1824275581017165E+00	
  +2.2500000000000000E+02	  -9.2788368901804186E-01	
  +2.2600000000000000E+02	  +4.6858723592423779E+01	
  +2.2700000000000000E+02	  +1.0720476875542170E+02	
  +2.2800000000000000E+02	  +1.0724249812952988E+02	
  +2.2900000000000000E+02	  +1.0695191225104979E+02	
  +2.3000000000000000E+02	  +1.0626735240783341E+02	
  +2.3100000000000000E+02	  +1.0814326030912551E+02	
  +2.3200000000000000E+02	  +1.0533789888170993E+02	
  +2.3300000000000000E+02	  +9.6788530764609334E+01	
  +2.3400000000000000E+02	  -6.1639916708070230E-01	
  +2.3500000000000000E+02	  -6.1641864410035052E-01	
  +2.3600000000000000E+02	  -6.1642719526595124E-01	
  +2.3700000000000000E+02	  -6.1640754954865051E-01	
  +2.3800000000000000E+02	  -6.1635054751380647E-01	
  +2.3900000000000000E+02	  -6.1628034954461908E-01	
  +2.4000000000000000E+02	  -6.1620842493892636E-01	
  +2.4100000000000000E+02	  -6.1613968866557134E-01	
  +2.4200000000000000E+02	  -6.1607609356088056E-01	
  +2.4300000000000000E+02	  -6.1601805117184494E-01	
  +2.4400000000000000E+02	  -6.1596527246187494E-01	
  +2.4500000000000000E+02	  -6.1591731050698562E-01	
  +2.4600000000000000E+02	  -6.1587368114320562E-01	
  +2.4700000000000000E+02	  -6.1583395968165966E-01	
  +2.4800000000000000E+02	  -6.1579781398999645E-01	
  +2.4900000000000000E+02	  -8.9712884961800943E-01	
  +2.5000000000000000E+02	  +4.3080092162547551E+01	
  +2.5100000000000000E+02	  +1.0780186479611027E+02	
  +2.5200000000000000E+02	  +1.0743861566626951E+02	
  +2.5300000000000000E+02	  +1.0206222100376371E+02	
  +2.5400000000000000E+02	  +1.0364509123469340E+02	
  +2.5500000000000000E+02	  +1.0654361566529614E+02	
  +2.5600000000000000E+02	  +1.0586174457231338E+02	
  +2.5700000000000000E+02	  +8.6562887693243681E+01	
  +2.5800000000000000E+02	  -6.1639262464395383E-01	
  +2.5900000000000000E+02	  -6.1641469649449199E-01	
  +2.6000000000000000E+02	  -6.1642477156181796E-01	
  +2.6100000000000000E+02	  -6.1640550606307909E-01	
  +2.6200000000000000E+02	  -6.1634900331303399E-01	
  +2.6300000000000000E+02	  -6.1627928895249551E-01	
  +2.6400000000000000E+02	  -6.1620784860375644E-01	
  +2.6500000000000000E+02	  -6.1613969838603588E-01	
  +2.6600000000000000E+02	  -6.1607667432943003E-01	
  +2.6700000000000000E+02	  -6.1601896560477021E-01	
  +2.6800000000000000E+02	  -6.1596642710914251E-01	
  +2.6900000000000000E+02	  -6.1591863295032268E-01	
  +2.7000000000000000E+02	  -6.1587508894463450E-01	
  +2.7100000000000000E+02	  -6.1583537148065026E-01	
  +2.7200000000000000E+02	  -6.1579910891627321E-01	
  +2.7300000000000000E+02	  -8.1392767299356672E-01	
  +2.7400000000000000E+02	  -1.2144506256341299E+00	
  +2.7500000000000000E+02	  -1.0060892715231107E+00	
  +2.7600000000000000E+02	  +7.2922289234646422E+00	
  +2.7700000000000000E+02	  +2.6739451622193123E+01	
  +2.7800000000000000E+02	  -9.5674170203914444E-01	
  +2.7900000000000000E+02	  +8.3990677198134982E+00	
  +2.8000000000000000E+02	  -8.1443021238925994E-01	
  +2.8100000000000000E+02	  -8.1448381502827294E-01	
  +2.8200000000000000E+02	  -6.1643383945829566E-01	
  +2.8300000000000000E+02	  -6.1643386537328437E-01	
  +2.8400000000000000E+02	  -6.1639782585457492E-01	
  +2.8500000000000000E+02	  -6.1633444030965312E-01	
  +2.8600000000000000E+02	  -6.1626219855117226E-01	
  +2.8700000000000000E+02	  -6.1619016463509180E-01	
  +2.8800000000000000E+02	  -6.1612213092693879E-01	
  +2.8900000000000000E+02	  -6.1605937724885917E-01	
  +2.9000000000000000E+02	  -7.1343756653398960E-01	
  +2.9100000000000000E+02	  -6.1783515448450399E-01	
  +2.9200000000000000E+02	  -6.1677764985498551E-01	
  +2.9300000000000000E+02	  -6.1760487790757113E-01	
  +2.9400000000000000E+02	  -6.1582329792042556E-01	
  +2.9500000000000000E+02	  -1.1730750978058244E+00	
  +2.9600000000000000E+02	  -6.1704678460323903E-01	
  +2.9700000000000000E+02	  -8.3024532064849443E-01	
  +2.9800000000000000E+02	  +2.1780282882659389E+01	
  +2.9900000000000000E+02	  +5.1126178903107672E+01	
  +3.0000000000000000E+02	  +4.8542984860222660E+01	
  +3.0100000000000000E+02	  +6.9833917885568241E+01	
  +3.0200000000000000E+02	  +7.7272728509364370E+01	
  +3.0300000000000000E+02	  +1.0681066854699459E+02	
  +3.0400000000000000E+02	  +1.0674045409373700E+02	
  +3.0500000000000000E+02	  +6.4041345400732425E+01	
  +3.0600000000000000E+02	  -6.3286332220006192E-01	
  +3.0700000000000000E+02	  -6.2038077466675923E-01	
  +3.0800000000000000E+02	  -6.1855649278528591E-01	
  +3.0900000000000000E+02	  -6.1948592473427067E-01	
  +3.1000000000000000E+02	  -6.1990719445254849E-01	
  +3.1100000000000000E+02	  -6.1801841827012716E-01	
  +3.1200000000000000E+02	  -6.1754976930208394E-01	
  +3.1300000000000000E+02	  -6.1748185607298600E-01	
  +3.1400000000000000E+02	  -6.1734021113992110E-01	
  +3.1500000000000000E+02	  -6.1775810455048885E-01	
  +3.1600000000000000E+02	  -6.1683575357065923E-01	
  +3.1700000000000000E+02	  -6.1591489009307077E-01	
  +3.1800000000000000E+02	  -1.1825012706372344E+00	
  +3.1900000000000000E+02	  -6.1753005217642587E-01	
  +3.2000000000000000E+02	  -6.1627422429466627E-01	
  +3.2100000000000000E+02	  -8.9660506297685627E-01	
  +3.2200000000000000E+02	  +4.2270839752872021E+01	
  +3.2300000000000000E+02	  +1.0740396448617552E+02	
  +3.2400000000000000E+02	  +1.0762654640754883E+02	
  +3.2500000000000000E+02	  +1.0622194398189792E+02	
  +3.2600000000000000E+02	  +1.0541795462223538E+02	
  +3.2700000000000000E+02	  +1.0667545244425699E+02	
  +3.2800000000000000E+02	  +1.0623713642407471E+02	
  +3.2900000000000000E+02	  +9.4171812481834507E+01	
  +3.3000000000000000E+02	  -6.1639274319451676E-01	
  +3.3100000000000000E+02	  -6.1641454953101471E-01	
  +3.3200000000000000E+02	  -6.1642434793736778E-01	
  +3.3300000000000000E+02	  -6.1640401509178111E-01	
  +3.3400000000000000E+02	  -6.1634729560865731E-01	
  +3.3500000000000000E+02	  -6.1627823407452431E-01	
  +3.3600000000000000E+02	  -6.1620712504720754E-01	
  +3.3700000000000000E+02	  -6.1613892889774768E-01	
  +3.3800000000000000E+02	  -6.1607582702875308E-01	
  +3.3900000000000000E+02	  -6.1601827716381163E-01	
  +3.4000000000000000E+02	  -6.1596591663295241E-01	
  +3.4100000000000000E+02	  -6.1591870018015782E-01	
  +3.4200000000000000E+02	  -6.1587603857447926E-01	
  +3.4300000000000000E+02	  -6.1583733708020783E-01	
  +3.4400000000000000E+02	  -6.1580186907367651E-01	
  +3.4500000000000000E+02	  -8.1387608671530931E-01	
  +3.4600000000000000E+02	  -1.3686031718491374E+00	
  +3.4700000000000000E+02	  -1.0915312992159203E+00	
  +3.4800000000000000E+02	  +4.5949466100219368E+01	
  +3.4900000000000000E+02	  +8.6558207416683643E+01	
  +3.5000000000000000E+02	  +3.7793018640067537E+01	
  +3.5100000000000000E+02	  +9.0655344481884796E+01	
  +3.5200000000000000E+02	  +9.2376630218497340E+01	
  +3.5300000000000000E+02	  +5.7559829413918969E+01	
  +3.5400000000000000E+02	  -6.1635946644071105E-01	
  +3.5500000000000000E+02	  -6.1639193138753556E-01	
  +3.5600000000000000E+02	  -6.1640828316461904E-01	
  +3.5700000000000000E+02	  -6.1638993935768815E-01	
  +3.5800000000000000E+02	  -8.8215529532956616E-01	
  +3.5900000000000000E+02	  -6.1847649575425712E-01	
  +3.6000000000000000E+02	  -6.1754617498908582E-01	
  +3.6100000000000000E+02	  -6.1787405451750121E-01	
  +3.6200000000000000E+02	  -6.1781277880583463E-01	
  +3.6300000000000000E+02	  -6.1775610613221954E-01	
  +3.6400000000000000E+02	  -6.1643755104072684E-01	
  +3.6500000000000000E+02	  -6.1591292869166936E-01	
  +3.6600000000000000E+02	  -1.1865366089844016E+00	
  +3.6700000000000000E+02	  -6.1666476702609685E-01	
  +3.6800000000000000E+02	  -6.1579581578958420E-01	
  +3.6900000000000000E+02	  -1.3825339648586776E+00	
  +3.7000000000000000E+02	  -1.4016886644132487E+00	
  +3.7100000000000000E+02	  +4.1717141883145338E+01	
  +3.7200000000000000E+02	  +9.2702778426590569E+01	
  +3.7300000000000000E+02	  +5.7730573543088710E+01	
  +3.7400000000000000E+02	  +5.1768521624376383E+01	
  +3.7500000000000000E+02	  +6.0258133078110909E+01	
  +3.7600000000000000E+02	  +5.8960003949184603E+01	
  +3.7700000000000000E+02	  +4.2198025828106907E+01	
  +3.7800000000000000E+02	  -6.1809157640336732E-01	
  +3.7900000000000000E+02	  -6.2034723959643778E-01	
  +3.8000000000000000E+02	  -6.2036912176249392E-01	
  +3.8100000000000000E+02	  -6.1900572109826835E-01	
  +3.8200000000000000E+02	  -6.1807830248567430E-01	
  +3.8300000000000000E+02	  -6.1761290132036684E-01	
  +3.8400000000000000E+02	  -6.1841304355188265E-01	
  +3.8500000000000000E+02	  -6.1739667756560845E-01	
  +3.8600000000000000E+02	  -6.1606582578953739E-01	
  +3.8700000000000000E+02	  -6.1648187642926389E-01	
  +3.8800000000000000E+02	  -6.1643051061553977E-01	
  +3.8900000000000000E+02	  -6.1677914488781782E-01	
  +3.9000000000000000E+02	  -6.1713266817388412E-01	
  +3.9100000000000000E+02	  -6.1582541646244848E-01	
  +3.9200000000000000E+02	  -1.1902583258316404E+00	
  +3.9300000000000000E+02	  -8.2019150216494374E-01	
  +3.9400000000000000E+02	  -1.9940667068236921E+00	
  +3.9500000000000000E+02	  -4.7708802899939666E+00	
  +3.9600000000000000E+02	  +3.4021721128041648E+01	
  +3.9700000000000000E+02	  +4.0655226163927800E+01	
  +3.9800000000000000E+02	  +7.6661489721131517E+01	
  +3.9900000000000000E+02	  +8.1039422197013010E+01	
  +4.0000000000000000E+02	  +7.9887649377215638E+01	
  +4.0100000000000000E+02	  +6.5051982989757065E+01	
  +4.0200000000000000E+02	  -6.1864943567475761E-01	
  +4.0300000000000000E+02	  -6.1853312655553083E-01	
  +4.0400000000000000E+02	  -6.1775689330059824E-01	
  +4.0500000000000000E+02	  -6.1734013447168590E-01	
  +4.0600000000000000E+02	  -6.1981727176842771E-01	
  +4.0700000000000000E+02	  -6.1927677938483261E-01	
  +4.0800000000000000E+02	  -6.1667164066723401E-01	
  +4.0900000000000000E+02	  -6.1707562240906499E-01	
  +4.1000000000000000E+02	  -6.1693482931712507E-01	
  +4.1100000000000000E+02	  -6.1640274540405393E-01	
  +4.1200000000000000E+02	  -6.1595456005204940E-01	
  +4.1300000000000000E+02	  -6.1590730291171625E-01	
  +4.1400000000000000E+02	  -1.1865312083175596E+00	
  +4.1500000000000000E+02	  -6.1705532733593260E-01	
  +4.1600000000000000E+02	  -6.1579357888103725E-01	
  +4.1700000000000000E+02	  -8.1377427029961635E-01	
  +4.1800000000000000E+02	  -1.3783097697875843E+00	
  +4.1900000000000000E+02	  -8.1405117658355908E-01	
  +4.2000000000000000E+02	  -1.4914285935296083E+00	
  +4.2100000000000000E+02	  +1.4420299963580527E+01	
  +4.2200000000000000E+02	  +2.6324118068231130E+01	
  +4.2300000000000000E+02	  -1.0198022168960752E+00	
  +4.2400000000000000E+02	  +1.0141837643991273E+01	
  +4.2500000000000000E+02	  -8.1442197537801952E-01	
  +4.2600000000000000E+02	  -6.1641554268505550E-01	
  +4.2700000000000000E+02	  -6.1642269056822385E-01	
  +4.2800000000000000E+02	  -6.1639685598896166E-01	
  +4.2900000000000000E+02	  -6.1633697741651594E-01	
  +4.3000000000000000E+02	  -6.1626636518093969E-01	
  +4.3100000000000000E+02	  -6.1619523010269839E-01	
  +4.3200000000000000E+02	  -6.1612794931886827E-01	
  +4.3300000000000000E+02	  -6.1606567090078979E-01	
  +4.3400000000000000E+02	  -6.1600864713921455E-01	
  +4.3500000000000000E+02	  -6.1595672362396248E-01	
  +4.3600000000000000E+02	  -7.0970165603005508E-01	
  +4.3700000000000000E+02	  -6.1687465716437917E-01	
  +4.3800000000000000E+02	  -6.1670015254280974E-01	
  +4.3900000000000000E+02	  -6.1618944268008724E-01	
  +4.4000000000000000E+02	  -6.1576071513518971E-01	
  +4.4100000000000000E+02	  -8.1373015396929815E-01	
  +4.4200000000000000E+02	  -1.3887247901262072E+00	
  +4.4300000000000000E+02	  -8.1371334025306297E-01	
  +4.4400000000000000E+02	  -1.3968684500199635E+00	
  +4.4500000000000000E+02	  -8.1401354463942455E-01	
  +4.4600000000000000E+02	  -1.4809395317593743E+00	
  +4.4700000000000000E+02	  +1.4937147726700713E+01	
  +4.4800000000000000E+02	  +1.0438194570370098E+02	
  +4.4900000000000000E+02	  +5.1981968967720050E+01	
  +4.5000000000000000E+02	  -6.1762857837850793E-01	
  +4.5100000000000000E+02	  -6.1853160426398679E-01	
  +4.5200000000000000E+02	  -6.1862806161338535E-01	
  +4.5300000000000000E+02	  -6.1860922742164126E-01	
  +4.5400000000000000E+02	  -6.1768326600466228E-01	
  +4.5500000000000000E+02	  -6.1713909057685223E-01	
  +4.5600000000000000E+02	  -6.1793952657015538E-01	
  +4.5700000000000000E+02	  -6.1747845764307696E-01	
  +4.5800000000000000E+02	  -6.1654489290399472E-01	
  +4.5900000000000000E+02	  -6.1688269064111600E-01	
  +4.6000000000000000E+02	  -6.1635629502447020E-01	
  +4.6100000000000000E+02	  -6.1591262393434476E-01	
  +4.6200000000000000E+02	  -6.1586937090229632E-01	
  +4.6300000000000000E+02	  -6.1630569537463031E-01	
  +4.6400000000000000E+02	  -6.1579581921300797E-01	
  +4.6500000000000000E+02	  -8.9477864500838300E-01	
  +4.6600000000000000E+02	  +4.4244000833059346E+01	
  +4.6700000000000000E+02	  +1.1002904202938619E+02	
  +4.6800000000000000E+02	  +1.1026156459159748E+02	
  +4.6900000000000000E+02	  +9.4269290618104478E+01	
  +4.7000000000000000E+02	  +9.5359833557611196E+01	
  +4.7100000000000000E+02	  +5.4320543455140175E+01	
  +4.7200000000000000E+02	  +8.4357955299857849E+01	
  +4.7300000000000000E+02	  +4.6522860483604774E+01	
  +4.7400000000000000E+02	  -6.1635341862603643E-01	
  +4.7500000000000000E+02	  -6.1638753181467154E-01	
  +4.7600000000000000E+02	  -6.1640530622871059E-01	
  +4.7700000000000000E+02	  -6.1638745396067796E-01	
  +4.7800000000000000E+02	  -1.0539046808048140E+00	
  +4.7900000000000000E+02	  -6.1864505854350182E-01	
  +4.8000000000000000E+02	  -6.1841536610635450E-01	
  +4.8100000000000000E+02	  -6.1747802366738103E-01	
