 TIME                    	T_amb_C                  	wind_speed_out           	DNI                      	Power_in_Collector       	Power_out_col            	Power_in_Receiver        	Power_out_Rec            	P_out_SE                 	Net_Dish_Field_Power     	Net_system_efficiency    	phi_shade                	Collector_Losses         	eta_Collector            	P_Rec_losses             	eta_Receiver             	T_heater_head_operate    	Stirling_Engine_Losses   	Stirling_Engine_Eff      	engine_pressure          	P_parasitic              	T_compression_C          	temp_into_radiator       	temp_out_of_radiator     	
  +1.0000000000000000E+01	  +9.7500000000000000E+00	  +6.2000000000000002E+00	  +9.0800000000000000E+02	  +3.1852640000000002E+02	  +2.5635836693147917E+02	  +2.5507657509682178E+02	  +2.1418027206627829E+02	  +6.9553493592845825E+01	  +6.7645952755937159E+01	  +2.1237157343140881E-01	  +8.5619800100833732E-01	  +6.2168033068520856E+01	  +8.0482611993715036E-01	  +4.0896303030543486E+01	  +8.3967048581043435E-01	  +9.7300000000000000E+02	  +3.6156694618358117E+01	  +3.2474276421697451E-01	  +1.3239718181173189E+07	  +1.9075408369086635E+00	  +4.8514362642361732E+01	  +4.4150461816836014E+01	  +2.6468191152373379E+01	
  +1.1000000000000000E+01	  +1.2500000000000000E+01	  +6.7000000000000002E+00	  +9.7600000000000000E+02	  +3.4238080000000002E+02	  +3.1845284016892060E+02	  +3.1686057596807598E+02	  +2.7296929512904597E+02	  +8.9304367930321433E+01	  +8.6833965589621897E+01	  +2.5361809301069793E-01	  +9.8948193707409793E-01	  +2.3927959831079420E+01	  +9.3011301976301064E-01	  +4.3891280839030017E+01	  +8.6148077573385340E-01	  +9.7300000000000000E+02	  +4.5916231799681135E+01	  +3.2715902309376677E-01	  +1.6692985395880161E+07	  +2.4704023406995361E+00	  +6.0950116675001937E+01	  +5.3994927248680028E+01	  +3.1751197992862501E+01	
  +1.2000000000000000E+01	  +1.4149999999999977E+01	  +5.6500000000000004E+00	  +1.0060000000000000E+03	  +3.5290480000000002E+02	  +3.2793220935065102E+02	  +3.2629254830389777E+02	  +2.8981303569966542E+02	  +9.3543431360220822E+01	  +9.1085605162153101E+01	  +2.5810248302609939E-01	  +9.8855003530893470E-01	  +2.4972590649349002E+01	  +9.2923703213715492E-01	  +3.6479512604232355E+01	  +8.8819998143035572E-01	  +9.7300000000000000E+02	  +4.9067401084861146E+01	  +3.2277164873932457E-01	  +1.7682386716998350E+07	  +2.4578261980677176E+00	  +6.6285570190212582E+01	  +5.8513794472837503E+01	  +3.4829218399295200E+01	
  +1.3000000000000000E+01	  +1.6100000000000023E+01	  +4.1000000000000005E+00	  +1.0140000000000000E+03	  +3.5571120000000002E+02	  +3.3342320177365673E+02	  +3.3175608576478845E+02	  +3.0371333827759588E+02	  +9.5905578634808236E+01	  +9.3459902786948774E+01	  +2.6274096170274969E-01	  +9.9717280142363374E-01	  +2.2287998226343291E+01	  +9.3734243228416692E-01	  +2.8042747487192592E+01	  +9.1547179070209050E-01	  +9.7300000000000000E+02	  +5.1951939910696908E+01	  +3.1577664378337850E-01	  +1.8498890490425985E+07	  +2.4456758478594574E+00	  +7.1613967626130545E+01	  +6.3103051997002012E+01	  +3.8135640810614461E+01	
  +1.4000000000000000E+01	  +1.7750000000000000E+01	  +3.1000000000000001E+00	  +1.0030000000000000E+03	  +3.5185240000000005E+02	  +3.2673965817035293E+02	  +3.2510595987950114E+02	  +3.0096956648834572E+02	  +9.5034290712057057E+01	  +9.2825125132055547E+01	  +2.6381836565986988E-01	  +9.8790112283528619E-01	  +2.5112741829647121E+01	  +9.2862705440946858E-01	  +2.4136393391155401E+01	  +9.2575837806724681E-01	  +9.7300000000000000E+02	  +5.1483818944072169E+01	  +3.1576046648050038E-01	  +1.8337721335525431E+07	  +2.4365814910936008E+00	  +7.2734131379800147E+01	  +6.4354677313219895E+01	  +3.9660729158197569E+01	
  +1.5000000000000000E+01	  +1.8600000000000023E+01	  +2.8500000000000001E+00	  +9.6600000000000000E+02	  +3.3887279999999998E+02	  +3.1566275624587695E+02	  +3.1408444246464757E+02	  +2.9025878388545078E+02	  +9.2607674472367876E+01	  +8.9909074024807310E+01	  +2.6531806038783462E-01	  +9.9096605810428773E-01	  +2.3210043754123035E+01	  +9.3150809351849351E-01	  +2.3825658579196769E+01	  +9.2414250523874475E-01	  +9.7300000000000000E+02	  +4.9412777353270727E+01	  +3.1905209975536464E-01	  +1.7708569965431381E+07	  +2.4301148351352917E+00	  +7.1373312821518823E+01	  +6.3505981331199052E+01	  +3.9726600237155935E+01	
  +1.6000000000000000E+01	  +1.8899999999999977E+01	  +3.1000000000000001E+00	  +8.9300000000000000E+02	  +3.1326440000000002E+02	  +2.4310458368942869E+02	  +2.4188906077098156E+02	  +2.1689851050305529E+02	  +6.9084308842900214E+01	  +6.6650414218947063E+01	  +2.1276089530261538E-01	  +8.2557066025359216E-01	  +7.0159816310571330E+01	  +7.7603641964747394E-01	  +2.4990550267926267E+01	  +8.9668589994542391E-01	  +9.7300000000000000E+02	  +3.6953550415038769E+01	  +3.1850983522845833E-01	  +1.3399387506949469E+07	  +2.4338946239531443E+00	  +5.7112706437663974E+01	  +5.2571859053063122E+01	  +3.4637002174591657E+01	
  +1.7000000000000000E+01	  +1.8600000000000023E+01	  +3.1000000000000001E+00	  +7.1700000000000011E+02	  +2.5152360000000004E+02	  +1.1927082569626877E+02	  +1.1867447156778744E+02	  +9.3892990303207114E+01	  +2.9181436882170697E+01	  +2.7299681398981104E+01	  +1.0853725612483126E-01	  +5.0446104112572399E-01	  +1.3225277430373126E+02	  +4.7419337790406707E-01	  +2.4781481264580314E+01	  +7.9118102441351568E-01	  +9.7300000000000000E+02	  +1.6177888355259103E+01	  +3.1079462680539172E-01	  +6.1740432504103864E+06	  +1.8817554831895928E+00	  +3.3752488792423094E+01	  +3.4239750137955753E+01	  +2.6247986544431001E+01	
  +1.8000000000000000E+01	  +1.6350000000000023E+01	  +2.8500000000000001E+00	  +1.7800000000000003E+02	  +6.2442400000000006E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8946669845450294E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +1.0144068482043740E+00	  +1.6355364254077472E+01	  +1.6355867540924010E+01	  +1.6355363754663358E+01	
  +1.9000000000000000E+01	  +1.3300000000000011E+01	  +2.3500000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.6612205080912481E-04	  +1.3305301342720611E+01	  +1.3305806362728788E+01	  +1.3305300830643660E+01	
  +2.0000000000000000E+01	  +1.1100000000000023E+01	  +1.8000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.7163987816229659E-04	  +1.1105255217208651E+01	  +1.1105761410223010E+01	  +1.1105254695877704E+01	
  +2.1000000000000000E+01	  +9.4499999999999886E+00	  +1.5000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.7592572286267474E-04	  +9.4552197692850086E+00	  +9.4557271519940969E+00	  +9.4552192405969890E+00	
  +2.2000000000000000E+01	  +7.8000000000000114E+00	  +3.0500000000000003E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.8026190850454117E-04	  +7.8051843524757487E+00	  +7.8056929396329906E+00	  +7.8051838163135017E+00	
  +2.3000000000000000E+01	  +6.1499999999999773E+00	  +4.6000000000000005E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.8428064158378393E-04	  +6.1551521711169244E+00	  +6.1556613628723085E+00	  +6.1551516279901080E+00	
  +2.4000000000000000E+01	  +5.6000000000000227E+00	  +4.6000000000000005E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.8563079172861291E-04	  +5.6051412452908949E+00	  +5.6056510495935186E+00	  +5.6051406994005220E+00	
  +2.5000000000000000E+01	  +5.8500000000000227E+00	  +4.3500000000000005E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.8464734509316057E-04	  +5.8551492808272201E+00	  +5.8556584714206679E+00	  +5.8551487365384673E+00	
  +2.6000000000000000E+01	  +5.5500000000000114E+00	  +4.9000000000000004E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.8501483806111515E-04	  +5.5551460900880443E+00	  +5.5556558941962066E+00	  +5.5551455440032100E+00	
  +2.7000000000000000E+01	  +5.3000000000000114E+00	  +5.1500000000000004E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.8526005190976407E-04	  +5.3051441613595784E+00	  +5.3056539644944110E+00	  +5.3051436143014143E+00	
  +2.8000000000000000E+01	  +5.6000000000000227E+00	  +4.6000000000000005E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.8415313916023223E-04	  +5.6051528819830878E+00	  +5.6056626862857115E+00	  +5.6051523360927149E+00	
  +2.9000000000000000E+01	  +5.6000000000000227E+00	  +4.3500000000000005E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.8415313916023223E-04	  +5.6051528819830878E+00	  +5.6056626862857115E+00	  +5.6051523360927149E+00	
  +3.0000000000000000E+01	  +5.0000000000000000E+00	  +3.6000000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.8525872237122328E-04	  +5.0051441729888779E+00	  +5.0056539749534750E+00	  +5.0051436247604784E+00	
  +3.1000000000000000E+01	  +5.2500000000000000E+00	  +4.1500000000000004E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.8427349035271806E-04	  +5.2551519336840897E+00	  +5.2556617366240630E+00	  +5.2551513864310664E+00	
  +3.2000000000000000E+01	  +5.8500000000000227E+00	  +3.6500000000000004E+00	  +1.0700000000000000E+02	  +3.7535600000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9483963844736558E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +1.0165127711588062E+00	  +5.8551609405779459E+00	  +5.8556701311713937E+00	  +5.8551603962891932E+00	
  +3.3000000000000000E+01	  +8.1000000000000227E+00	  +2.6000000000000001E+00	  +3.7500000000000000E+02	  +1.3155000000000001E+02	  +6.5328695174727741E+01	  +6.5002051698854103E+01	  +4.2432837205543997E+01	  +1.1234915450799534E+01	  +9.8741820590758671E+00	  +7.5060296891474379E-02	  +5.2830567759793412E-01	  +6.6221304825272270E+01	  +4.9660733543203950E-01	  +2.2569214493310106E+01	  +6.5279227094265890E-01	  +9.7300000000000000E+02	  +7.7994804386861158E+00	  +2.6476936706632892E-01	  +3.1512738574536555E+06	  +1.3607333917236670E+00	  +1.4796657492877728E+01	  +1.6625959846314345E+01	  +1.2696688761131270E+01	
  +3.4000000000000000E+01	  +1.1949999999999989E+01	  +2.6000000000000001E+00	  +3.6500000000000000E+02	  +1.2804200000000000E+02	  +1.0301008631242229E+02	  +1.0249503588086017E+02	  +8.0328194776534886E+01	  +2.4758197954709448E+01	  +2.2855820956380569E+01	  +1.7850253002327726E-01	  +8.5585353403339970E-01	  +2.5031913687577713E+01	  +8.0450231947815054E-01	  +2.2166841104325286E+01	  +7.8372765834646863E-01	  +9.7300000000000000E+02	  +1.3892499205456360E+01	  +3.0821305050302028E-01	  +5.3772471611736603E+06	  +1.9023769983288803E+00	  +2.4378910679635396E+01	  +2.5317984051087706E+01	  +1.8389170299283421E+01	
  +3.5000000000000000E+01	  +1.4449999999999989E+01	  +6.7000000000000002E+00	  +3.2100000000000006E+02	  +1.1260680000000002E+02	  +1.0481619442661008E+02	  +1.0429211345447703E+02	  +6.2005307485899131E+01	  +1.7955917069785958E+01	  +1.6061270986687504E+01	  +1.4263144837596167E-01	  +9.9022962925456193E-01	  +7.7906055733899393E+00	  +9.3081584819285978E-01	  +4.2286805968577902E+01	  +5.9453495757519714E-01	  +9.7300000000000000E+02	  +1.1012347604028292E+01	  +2.8958677565966490E-01	  +4.3009607617217163E+06	  +1.8946460830984559E+00	  +2.3613513533626701E+01	  +2.5079606952237384E+01	  +1.9587254252409878E+01	
  +3.6000000000000000E+01	  +1.6399999999999977E+01	  +1.0800000000000001E+01	  +2.3600000000000000E+02	  +8.2788800000000009E+01	  +7.6999907185293424E+01	  +7.6614907649366955E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.8944295457805531E-01	  +5.7888928147065855E+00	  +9.3007637280964162E-01	  +7.7200837088856716E+01	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +1.3504228297794509E+00	  +1.6400605553507262E+01	  +1.6401108840531890E+01	  +1.6400605054271239E+01	
  +3.7000000000000000E+01	  +1.7500000000000000E+01	  +9.8000000000000007E+00	  +5.4900000000000000E+02	  +1.9258920000000003E+02	  +1.8061700954801785E+02	  +1.7971392450027776E+02	  +1.1206399877630984E+02	  +3.5523309068674152E+01	  +3.3641858830706092E+01	  +1.7468195944382556E-01	  +9.9769745571567259E-01	  +1.1972190451982186E+01	  +9.3783560642488550E-01	  +6.7649925723967911E+01	  +6.2356881270326447E-01	  +9.7300000000000000E+02	  +1.9135172426908923E+01	  +3.1699126798352084E-01	  +7.2414082881204411E+06	  +1.8814502379680573E+00	  +3.6151034511679484E+01	  +3.5983057040913195E+01	  +2.6549881569690228E+01	
  +3.8000000000000000E+01	  +1.7800000000000011E+01	  +1.0550000000000001E+01	  +7.4500000000000000E+02	  +2.6134600000000000E+02	  +2.4293212500681616E+02	  +2.4171746438178209E+02	  +1.6594695091436998E+02	  +5.2840142575706835E+01	  +5.0400859016879501E+01	  +1.9285108250811361E-01	  +9.8887463691166144E-01	  +1.8413874993183839E+01	  +9.2954215727426215E-01	  +7.5770513467412115E+01	  +6.8653272970649315E-01	  +9.7300000000000000E+02	  +2.8276702084665786E+01	  +3.1841586894657159E-01	  +1.0406492896710094E+07	  +2.4392835588273338E+00	  +4.5979620435474089E+01	  +4.3649110143482801E+01	  +2.9820514774436845E+01	
  +3.9000000000000000E+01	  +1.7500000000000000E+01	  +1.0300000000000001E+01	  +6.6500000000000000E+02	  +2.3328200000000001E+02	  +2.1741252129690093E+02	  +2.1632545869041644E+02	  +1.4261318884998138E+02	  +4.5382412461133775E+01	  +4.3506086684923439E+01	  +1.8649568624010257E-01	  +9.9146061965046084E-01	  +1.5869478703099077E+01	  +9.3197298087341385E-01	  +7.3712269840435070E+01	  +6.5925291202259317E-01	  +9.7300000000000000E+02	  +2.4307694097211900E+01	  +3.1822030504906434E-01	  +9.0358677130479086E+06	  +1.8763257762103376E+00	  +4.2331283808102512E+01	  +4.0965297709325398E+01	  +2.9042533306394375E+01	
