 TIME                    	T_amb_C                  	wind_speed_out           	DNI                      	Power_in_Collector       	Power_out_col            	Power_in_Receiver        	Power_out_Rec            	P_out_SE                 	Net_Dish_Field_Power     	Net_system_efficiency    	phi_shade                	Collector_Losses         	eta_Collector            	P_Rec_losses             	eta_Receiver             	T_heater_head_operate    	Stirling_Engine_Losses   	Stirling_Engine_Eff      	engine_pressure          	P_parasitic              	T_compression_C          	temp_into_radiator       	temp_out_of_radiator     	
  +2.7720000000000000E+03	  +2.7350000000000023E+01	  +3.7000000000000002E+00	  +9.1300000000000000E+02	  +3.2028040000000004E+02	  +3.0106357565671209E+02	  +2.9955825777842853E+02	  +2.7724291213451465E+02	  +8.7426126982586155E+01	  +8.5025024701058243E+01	  +2.6547058355877978E-01	  +9.9999999885974922E-01	  +1.9216824343287954E+01	  +9.3999999775419307E-01	  +2.2315345643913872E+01	  +9.2550582254146385E-01	  +9.7300000000000000E+02	  +4.7454196287982128E+01	  +3.1534125185825046E-01	  +1.6944017658781391E+07	  +2.4011022815279137E+00	  +7.8076860828568158E+01	  +7.0745700573419128E+01	  +4.8073259560621750E+01	
  +2.7730000000000000E+03	  +2.8649999999999977E+01	  +3.8500000000000001E+00	  +9.1700000000000011E+02	  +3.2168360000000001E+02	  +3.0238258365520807E+02	  +3.0087067073693203E+02	  +2.7813288715905935E+02	  +8.7385626825439132E+01	  +8.4977784751042805E+01	  +2.6416573533893606E-01	  +9.9999999885974922E-01	  +1.9301016344791947E+01	  +9.3999999775931409E-01	  +2.2737783577872676E+01	  +9.2442671832401957E-01	  +9.7300000000000000E+02	  +4.7686815083405051E+01	  +3.1418660237114665E-01	  +1.6996294791723147E+07	  +2.4078420743963314E+00	  +7.9697238093896999E+01	  +7.2304364664930574E+01	  +4.9557668956321606E+01	
  +2.7740000000000000E+03	  +2.9949999999999989E+01	  +4.0000000000000000E+00	  +9.0900000000000000E+02	  +3.1887720000000002E+02	  +2.9974456765821611E+02	  +2.9824584481992503E+02	  +2.7452499929061031E+02	  +8.6209980329583161E+01	  +8.3799379943268804E+01	  +2.6279514475402127E-01	  +9.9999999885974922E-01	  +1.9132632341783903E+01	  +9.3999999774902732E-01	  +2.3720845529314701E+01	  +9.2046546059401746E-01	  +9.7300000000000000E+02	  +4.7078754740256784E+01	  +3.1403325945214089E-01	  +1.6784367458330449E+07	  +2.4106003863143508E+00	  +8.0339270590801050E+01	  +7.3105745063241500E+01	  +5.0667069624050725E+01	
  +2.7750000000000000E+03	  +3.0500000000000000E+01	  +4.3500000000000005E+00	  +8.8300000000000000E+02	  +3.0975639999999999E+02	  +2.9117101566799209E+02	  +2.8971516058965216E+02	  +2.6347928095230890E+02	  +8.2640559695993559E+01	  +8.0244133167039607E+01	  +2.5905561001056765E-01	  +9.9999999885974922E-01	  +1.8585384332007891E+01	  +9.3999999771430753E-01	  +2.6235879637343245E+01	  +9.0944250225731094E-01	  +9.7300000000000000E+02	  +4.5209680314078838E+01	  +3.1365107493859190E-01	  +1.6135541963138629E+07	  +2.3964265289539544E+00	  +7.8721129893206466E+01	  +7.1990481414474402E+01	  +5.0425383401759518E+01	
  +2.7760000000000000E+03	  +3.0300000000000011E+01	  +4.9000000000000004E+00	  +8.3500000000000000E+02	  +2.9291800000000001E+02	  +2.7534291968604009E+02	  +2.7396620508760986E+02	  +2.4361014082749199E+02	  +7.6222778062402227E+01	  +7.3849172707331803E+01	  +2.5211551593704445E-01	  +9.9999999885974922E-01	  +1.7575080313959916E+01	  +9.3999999764452891E-01	  +3.0356064260117890E+01	  +8.8919777676195644E-01	  +9.7300000000000000E+02	  +4.1846840691272440E+01	  +3.1288836253793895E-01	  +1.4968428672206882E+07	  +2.3736053550704299E+00	  +7.4568000124791297E+01	  +6.8746928233156439E+01	  +4.8720622381588669E+01	
  +2.7770000000000000E+03	  +3.0100000000000023E+01	  +5.4500000000000002E+00	  +7.4600000000000000E+02	  +2.6169680000000000E+02	  +2.2652276843439924E+02	  +2.2539015459222725E+02	  +1.9071504196246548E+02	  +5.8982904158164942E+01	  +5.6618018480196255E+01	  +2.1634967822129378E-01	  +9.2084300819587095E-01	  +3.5174031565600757E+01	  +8.6559242638107270E-01	  +3.4675112629761770E+01	  +8.4615515690577714E-01	  +9.7300000000000000E+02	  +3.2933034451075130E+01	  +3.0927242838315949E-01	  +1.1861370564875223E+07	  +2.3648856779686840E+00	  +6.3894635086329515E+01	  +6.0429160802335275E+01	  +4.4560658495847633E+01	
  +2.7780000000000000E+03	  +2.9250000000000000E+01	  +5.3500000000000005E+00	  +5.7100000000000000E+02	  +2.0030679999999998E+02	  +1.0676388682735477E+02	  +1.0623006739321799E+02	  +7.1615241938987083E+01	  +2.0819594909315214E+01	  +1.8435324442645140E+01	  +9.2035439830119220E-02	  +5.6702320144809970E-01	  +9.3542913172645214E+01	  +5.3300180829684285E-01	  +3.4614825454230903E+01	  +6.7415227559102797E-01	  +9.7300000000000000E+02	  +1.2698911757417967E+01	  +2.9071457897034964E-01	  +4.8654483114961023E+06	  +2.3842704666700758E+00	  +3.9802716572074075E+01	  +4.1011307691343745E+01	  +3.4782574827922019E+01	
  +2.7790000000000000E+03	  +2.7800000000000011E+01	  +4.6500000000000004E+00	  +1.7800000000000003E+02	  +6.2442400000000006E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8333260891913828E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +1.0134251558181959E+00	  +2.7805627017798770E+01	  +2.7806124227019495E+01	  +2.7805626562858833E+01	
  +2.7800000000000000E+03	  +2.6350000000000023E+01	  +3.9500000000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.3262771479334374E-04	  +2.6355598487262512E+01	  +2.6356096229890341E+01	  +2.6355598027119299E+01	
  +2.7810000000000000E+03	  +2.4199999999999989E+01	  +3.7500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.3720195251591196E-04	  +2.4205556043696674E+01	  +2.4206054866165516E+01	  +2.4205555575474818E+01	
  +2.7820000000000000E+03	  +2.1399999999999977E+01	  +4.1000000000000005E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.4360880833123587E-04	  +2.1405497532614504E+01	  +2.1405998002885724E+01	  +2.1405497053443526E+01	
  +2.7830000000000000E+03	  +1.8600000000000023E+01	  +4.4500000000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.5013864064207203E-04	  +1.8605439070060697E+01	  +1.8605941220303976E+01	  +1.8605438579658482E+01	
  +2.7840000000000000E+03	  +1.7000000000000000E+01	  +4.2500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.5372375808142168E-04	  +1.7005407635788004E+01	  +1.7005910350854322E+01	  +1.7005407139221916E+01	
  +2.7850000000000000E+03	  +1.6649999999999977E+01	  +3.6000000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.5451327952837995E-04	  +1.6655400541835775E+01	  +1.6655903829749889E+01	  +1.6655400043489237E+01	
  +2.7860000000000000E+03	  +1.6300000000000011E+01	  +2.9500000000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.5530471033796683E-04	  +1.6305393726150328E+01	  +1.6305897012818718E+01	  +1.6305393226558067E+01	
  +2.7870000000000000E+03	  +1.5550000000000011E+01	  +2.8500000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.5700709527996017E-04	  +1.5555378841198149E+01	  +1.5555882702918154E+01	  +1.5555378338378830E+01	
  +2.7880000000000000E+03	  +1.4449999999999989E+01	  +3.3500000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.5951998750808248E-04	  +1.4455357139018759E+01	  +1.4455861578161262E+01	  +1.4455356631683628E+01	
  +2.7890000000000000E+03	  +1.3350000000000023E+01	  +3.8500000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.6169275565083939E-04	  +1.3355338466277715E+01	  +1.3355843486468416E+01	  +1.3355337954383288E+01	
  +2.7900000000000000E+03	  +1.3899999999999977E+01	  +4.3500000000000005E+00	  +1.0000000000000000E+00	  +3.5080000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.1083839959363005E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +1.0146581211735219E+00	  +1.3905349465657764E+01	  +1.3905853902806541E+01	  +1.3905348956328908E+01	
  +2.7910000000000000E+03	  +1.6100000000000023E+01	  +4.9000000000000004E+00	  +2.1800000000000003E+02	  +7.6474400000000017E+01	  +2.9154377254927027E+01	  +2.9008605368652393E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0556441047003994E-01	  +4.7320022745072990E+01	  +3.8123054384780791E-01	  +3.2240604701373094E+01	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +1.3496783753531079E+00	  +1.6100606731309369E+01	  +1.6101110017264546E+01	  +1.6100606231003894E+01	
  +2.7920000000000000E+03	  +1.8300000000000011E+01	  +5.4500000000000002E+00	  +5.3700000000000000E+02	  +1.8837960000000001E+02	  +1.1880949750262987E+02	  +1.1821545001511672E+02	  +8.3187386032573130E+01	  +2.5449113831315483E+01	  +2.3570090879106314E+01	  +1.2512018750491830E-01	  +6.7094888432508737E-01	  +6.9570102497370144E+01	  +6.3069194992638844E-01	  +3.5028063982543593E+01	  +7.0369300916638555E-01	  +9.7300000000000000E+02	  +1.4434568050314411E+01	  +3.0592515336552156E-01	  +5.5451960555533469E+06	  +1.8790229522091708E+00	  +3.1436773979207658E+01	  +3.2283145865080030E+01	  +2.5137684181733960E+01	
  +2.7930000000000000E+03	  +2.0500000000000000E+01	  +5.2000000000000002E+00	  +6.9700000000000011E+02	  +2.4450760000000002E+02	  +2.2807768766325444E+02	  +2.2693729922493816E+02	  +1.9402592078800853E+02	  +6.1471966792512433E+01	  +5.9051542905465894E+01	  +2.4151209572138208E-01	  +9.9234476940443705E-01	  +1.6429912336745588E+01	  +9.3280408171415852E-01	  +3.2911378436929631E+01	  +8.5497589470165269E-01	  +9.7300000000000000E+02	  +3.3138488498874025E+01	  +3.1682347668592703E-01	  +1.2055851587087622E+07	  +2.4204238870465380E+00	  +5.4357757984994521E+01	  +5.0811694134581614E+01	  +3.4698358653832429E+01	
  +2.7940000000000000E+03	  +2.2750000000000000E+01	  +4.1500000000000004E+00	  +7.8400000000000000E+02	  +2.7502719999999999E+02	  +2.5852556770521602E+02	  +2.5723293986668995E+02	  +2.3108630438408227E+02	  +7.3398310556684990E+01	  +7.0996073260654470E+01	  +2.5814200650091629E-01	  +9.9999999885974922E-01	  +1.6501632294783974E+01	  +9.3999999756102692E-01	  +2.6146635482607664E+01	  +8.9835424710575651E-01	  +9.7300000000000000E+02	  +3.9421998456849323E+01	  +3.1762293637887412E-01	  +1.4232778519520994E+07	  +2.4022372960305134E+00	  +6.3986743270382249E+01	  +5.8795168176853849E+01	  +3.9766377151066479E+01	
  +2.7950000000000000E+03	  +2.5000000000000000E+01	  +3.1000000000000001E+00	  +8.3000000000000000E+02	  +2.9116399999999999E+02	  +2.7369415968792003E+02	  +2.7232568888948043E+02	  +2.5172980543100292E+02	  +7.9948058593664342E+01	  +7.7557218092733962E+01	  +2.6636953085573489E-01	  +9.9999999885974922E-01	  +1.7469840312079953E+01	  +9.3999999763679598E-01	  +2.0595883458477509E+01	  +9.2437039666652898E-01	  +9.7300000000000000E+02	  +4.2945436709334643E+01	  +3.1759472604171651E-01	  +1.5445377771017114E+07	  +2.3908405009303761E+00	  +7.0423459520831159E+01	  +6.4288128114586641E+01	  +4.3666798656586138E+01	
  +2.7960000000000000E+03	  +2.6649999999999977E+01	  +2.4000000000000004E+00	  +8.5200000000000011E+02	  +2.9888160000000005E+02	  +2.8094870367964808E+02	  +2.7954396016124986E+02	  +2.6196329566038662E+02	  +8.2946021423324893E+01	  +8.0558648527898512E+01	  +2.6953364983698280E-01	  +9.9999999885974922E-01	  +1.7932896320351972E+01	  +9.3999999767014109E-01	  +1.7580664500863239E+01	  +9.3710948050687304E-01	  +9.7300000000000000E+02	  +4.4754318559265428E+01	  +3.1663222594966473E-01	  +1.6046492987091113E+07	  +2.3873728954263798E+00	  +7.4244757773811102E+01	  +6.7630449654216648E+01	  +4.6194909383082404E+01	
  +2.7970000000000000E+03	  +2.7750000000000000E+01	  +2.0500000000000003E+00	  +8.6000000000000000E+02	  +3.0168799999999999E+02	  +2.8358671967664003E+02	  +2.8216878607825680E+02	  +2.6571779322056909E+02	  +8.3895584220144414E+01	  +8.1507260916299543E+01	  +2.7017070916142744E-01	  +9.9999999885974922E-01	  +1.8101280323359958E+01	  +9.3999999768184372E-01	  +1.6450992857687702E+01	  +9.4169804015882752E-01	  +9.7300000000000000E+02	  +4.5455552250106166E+01	  +3.1573190188750661E-01	  +1.6267032173776234E+07	  +2.3883233038448672E+00	  +7.6201645693922615E+01	  +6.9400838955973882E+01	  +4.7665495994005369E+01	
  +2.7980000000000000E+03	  +2.8850000000000023E+01	  +1.7000000000000002E+00	  +8.4600000000000000E+02	  +2.9677679999999998E+02	  +2.7897019168190405E+02	  +2.7757534072349455E+02	  +2.6161118734414737E+02	  +8.2445409745693766E+01	  +8.0058712719910517E+01	  +2.6976068449124091E-01	  +9.9999999885974922E-01	  +1.7806608318095925E+01	  +9.3999999766121911E-01	  +1.5964153379347204E+01	  +9.4248713262953487E-01	  +9.7300000000000000E+02	  +4.4791444399613397E+01	  +3.1514481693772872E-01	  +1.6025810144595219E+07	  +2.3866970257832474E+00	  +7.6564333122252151E+01	  +6.9939192371140166E+01	  +4.8538948336548572E+01	
  +2.7990000000000000E+03	  +2.9600000000000023E+01	  +2.4500000000000002E+00	  +8.1700000000000011E+02	  +2.8660360000000003E+02	  +2.6940738369280808E+02	  +2.6806034677434405E+02	  +2.4929188609685440E+02	  +7.8238493053513523E+01	  +7.5860869707652384E+01	  +2.6468917242164725E-01	  +9.9999999885974922E-01	  +1.7196216307191946E+01	  +9.3999999761624797E-01	  +1.8768460677489657E+01	  +9.2998419469596971E-01	  +9.7300000000000000E+02	  +4.2763348260835215E+01	  +3.1384291834456696E-01	  +1.5302174389329229E+07	  +2.3776233458611413E+00	  +7.4952075225025908E+01	  +6.8875971804738413E+01	  +4.8427951823874935E+01	
  +2.8000000000000000E+03	  +3.0000000000000000E+01	  +4.3500000000000005E+00	  +7.6000000000000000E+02	  +2.6660800000000000E+02	  +2.5061151971424002E+02	  +2.4935846211566883E+02	  +2.2194503648167250E+02	  +6.9068137934481527E+01	  +6.6703713068381177E+01	  +2.5019396664156146E-01	  +9.9999999885974922E-01	  +1.5996480285759986E+01	  +9.3999999751785401E-01	  +2.7413425633996319E+01	  +8.9006418407687382E-01	  +9.7300000000000000E+02	  +3.8219224636797748E+01	  +3.1119478510590692E-01	  +1.3695820442933444E+07	  +2.3644248661003520E+00	  +7.0016806954134495E+01	  +6.5163519270726226E+01	  +4.6827202837742675E+01	
  +2.8010000000000000E+03	  +3.0399999999999977E+01	  +6.2500000000000000E+00	  +6.5800000000000000E+02	  +2.3082640000000001E+02	  +2.0038647115426758E+02	  +1.9938453879849624E+02	  +1.6004342262039506E+02	  +4.9528523143350945E+01	  +4.7166288606668424E+01	  +2.0433662959910545E-01	  +9.2353862891170613E-01	  +3.0439928845732425E+01	  +8.6812630967262427E-01	  +3.9341116178101181E+01	  +8.0268722571846285E-01	  +9.7300000000000000E+02	  +2.7628724869261028E+01	  +3.0946928234338716E-01	  +1.0059719644722009E+07	  +2.3622345366825219E+00	  +5.8037691569609365E+01	  +5.5904925617948777E+01	  +4.2544740787760531E+01	
  +2.8020000000000000E+03	  +2.9649999999999977E+01	  +6.8500000000000005E+00	  +4.6500000000000000E+02	  +1.6312200000000001E+02	  +8.7844542152406873E+01	  +8.7405319441644835E+01	  +4.3461800731513577E+01	  +1.1102413268208544E+01	  +8.7198898570200463E+00	  +5.3456246581587985E-02	  +5.7289415644527941E-01	  +7.5277457847593141E+01	  +5.3852050573802834E-01	  +4.3943518710131258E+01	  +4.9724434176609367E-01	  +9.7300000000000000E+02	  +8.0898468658262583E+00	  +2.5545221505597954E-01	  +3.2117151749691083E+06	  +2.3825234111884970E+00	  +3.5329033213767673E+01	  +3.7160057083809875E+01	  +3.3176031431140302E+01	
  +2.8030000000000000E+03	  +2.7800000000000011E+01	  +6.2000000000000002E+00	  +1.0000000000000000E+02	  +3.5080000000000005E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.9341096688200278E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +1.0134244714924718E+00	  +2.7805633403387105E+01	  +2.7806130612607831E+01	  +2.7805632948447169E+01	
  +2.8040000000000000E+03	  +2.5949999999999989E+01	  +5.5500000000000007E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.3312947732279323E-04	  +2.5955593860284978E+01	  +2.5956091601596427E+01	  +2.5955593398825386E+01	
  +2.8050000000000000E+03	  +2.3699999999999989E+01	  +4.9500000000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.3862211384189147E-04	  +2.3705542885482544E+01	  +2.3706042255115847E+01	  +2.3705542415099330E+01	
  +2.8060000000000000E+03	  +2.1100000000000023E+01	  +4.4000000000000004E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.4461494785836694E-04	  +2.1105488574084916E+01	  +2.1105989043328975E+01	  +2.1105488093886777E+01	
  +2.8070000000000000E+03	  +1.8500000000000000E+01	  +3.8500000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.5071463164986646E-04	  +1.8505434040476985E+01	  +1.8505936190370221E+01	  +1.8505433549724728E+01	
  +2.8080000000000000E+03	  +1.6949999999999989E+01	  +3.7500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.5454635034140833E-04	  +1.6955400533828481E+01	  +1.6955903248717675E+01	  +1.6955400037085269E+01	
  +2.8090000000000000E+03	  +1.6399999999999977E+01	  +4.1000000000000005E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.5578966062525496E-04	  +1.6405389556845932E+01	  +1.6405892843870561E+01	  +1.6405389057609909E+01	
  +2.8100000000000000E+03	  +1.5850000000000023E+01	  +4.4500000000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.5703770323198107E-04	  +1.5855378858140625E+01	  +1.5855882143202848E+01	  +1.5855378356942197E+01	
  +2.8110000000000000E+03	  +1.5149999999999977E+01	  +4.6000000000000005E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7300000000000000E+02	  +1.0000000000000000E-03	  +0.0000000000000000E+00	  +6.5876900000000012E+05	  +6.5863300809588122E-04	  +1.5155364961720863E+01	  +1.5155868822004322E+01	  +1.5155364457464998E+01	
